602	20
603	26
604	20
605	18
606	23
607	18
608	18
609	22
610	18
611	14
612	11
613	11
614	9
615	14
616	20
617	16
618	18
619	18
620	14
621	7
622	16
623	10
624	17
625	11
626	12
627	11
628	10
629	11
630	14
631	13
632	9
633	11
634	12
635	17
636	15
637	12
638	13
639	12
640	7
641	7
642	6
643	11
644	16
645	11
646	6
647	6
648	6
649	8
650	6
651	11
652	6
653	9
654	9
655	7
656	8
657	14
658	9
659	7
660	8
661	10
662	7
663	11
664	7
665	8
666	13
667	11
668	7
669	10
670	17
671	10
672	5
673	2
674	3
675	6
676	4
677	9
678	5
679	4
680	2
681	8
682	6
683	7
684	4
685	7
686	7
687	7
688	9
689	9
690	8
691	5
692	4
693	8
694	6
695	12
696	2
697	6
698	4
699	5
700	9
701	8
702	4
703	3
704	4
705	8
706	3
707	3
708	6
709	2
710	2
711	8
712	6
713	8
714	1
715	3
716	4
717	4
718	1
719	5
720	7
721	6
722	5
723	2
724	2
725	7
726	5
727	2
728	3
729	3
730	1
731	4
732	2
733	6
734	2
735	4
736	2
737	2
738	2
739	1
740	1
741	4
742	3
743	2
744	4
745	6
746	1
747	4
749	4
750	3
751	1
752	4
753	1
754	1
755	3
756	5
757	3
759	2
760	4
761	2
762	2
763	6
765	2
766	2
767	1
768	1
771	1
773	2
776	2
777	1
779	2
780	2
781	1
782	3
783	1
784	2
786	2
787	1
788	2
790	1
793	1
795	2
796	1
797	1
799	2
800	1
801	2
802	1
805	1
806	1
808	1
810	1
814	1
816	1
818	1
823	1
824	1
825	1
826	1
836	2
837	4
839	1
840	1
843	1
844	1
845	1
846	1
848	1
850	1
852	1
854	1
856	1
865	1
867	1
870	1
879	1
880	1
885	1
889	2
890	1
897	1
899	1
901	1
902	1
903	1
906	3
907	1
909	1
910	2
912	1
914	1
917	1
923	1
931	1
1137	1
1143	1
1151	1
1164	1
1169	1
1170	1
1188	1
1190	1
